sentence,label,idx,global_idx
The value of this kind of order amounts usually between Euro 2 and 3 million .,1,5065,1005065
The business development initiatives in North America are headed by Lynn Shanahan .,1,4922,1004922
"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",2,2528,1002528
Decisions are to be made as quickly as possible .,1,12799,1012799
"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan .",1,11838,1011838
"The world of glass is coming to Egypt and we invite Visitors from all around the world to attend Glass World Exhibition 2009 , Register Now at www.glassworldex.com",1,8654,1008654
"Furthermore , our fully electrically driven cranes are environmentally friendly .",2,6771,1006771
"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business .",1,8822,1008822
"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",1,1036,1001036
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",2,855,1000855
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",2,2436,1002436
"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",0,2195,1002195
"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .",1,7014,1007014
The orders are part of a long-term development plan of Latvijas Finieris .,1,4545,1004545
"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",2,10239,1010239
"Pioneer Library System was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in The Big Read , the largest federal reading program in U.S. history .",2,10808,1010808
The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,0,14317,1014317
"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .",1,4445,1004445
"The operator is one of 6 operators to have been granted a WiMAX license in Taiwan , and hopes to be the first to launch commercial services in early 2009 .",1,11337,1011337
"The new agreement , which expands a long-established cooperation between the companies , involves the transfer of certain engineering and documentation functions from Larox to Etteplan .",2,6215,1006215
ND = Not disclosed .,1,8307,1008307
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 10,500 people .",1,12018,1012018
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,2,5823,1005823
"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .",1,12720,1012720
GSK announced in November 2008 that it would close its operations in Dartford .,0,12862,1012862
The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,1,9039,1009039
"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .",1,4361,1004361
Finnish Bank of +àland +àlandsbanken has issued a profit warning .,0,5150,1005150
The Finnish paints company acquired the remaining 49 pct that it did not own from Ukraine 's LGU for an undisclosed sum .,1,8504,1008504
Estonia 's beer market overall grew three percent last year to 130 million liters .,2,2631,1002631
`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',2,10071,1010071
"According to the company 's updated strategy for the years 2009-2012 , Basware targets a long-term net sales growth in the range of 20 % -40 % with an operating profit margin of 10 % -20 % of net sales .",2,5720,1005720
"Kiosk and cinema operations have suffered , in particular .",0,5410,1005410
The order was valued at USD12 .2 m.,1,3363,1003363
"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .",1,11254,1011254
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",2,72,1000072
"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc .",1,4993,1004993
"The value of the deal exceeds EUR500 ,000 , the company said .",1,3047,1003047
"According to Finnish financial services group Sampo 's CEO , Bj+Ârn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .",1,13437,1013437
Halonen 's office acknowledged receiving the letter but declined comment .,1,6628,1006628
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",1,14175,1014175
"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",2,10251,1010251
"According to Finnish pension insurance company Varma , Varma was the recipient of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .",2,6422,1006422
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",1,7116,1007116
"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",1,11555,1011555
Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,0,5569,1005569
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",0,9536,1009536
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",1,7151,1007151
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",1,13736,1013736
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,2,2462,1002462
"Under the agreement , TietoEnator will provide Blyk with extended application and business process management services and an IT infrastructure .",2,12184,1012184
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",1,4861,1004861
One of the largest projects of the magazine division of SanomaWSOY - Sanoma Magazines International in 2006 became launch of the Russian magazine Gloriya .,1,4869,1004869
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,2,78,1000078
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",1,4945,1004945
The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,1,13830,1013830
Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,1,10093,1010093
"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",1,4363,1004363
`` I 'm not sure what 's happening .,1,5685,1005685
"Previously , the plant was expected to be completed by the end of 2008 .",1,6829,1006829
Honkarakenne Oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring Finnish crosscountry skier Virpi Kuitunen for the next three years .,1,11782,1011782
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,2,5824,1005824
"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .",2,10249,1010249
"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .",1,4480,1004480
"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",2,7224,1007224
